,F0_01-0_1,F0_1-0_2,F0_2-0_5,F0_5-1,F1-2,F2-4,F4-8,F8-16,F16-25,F25-35,F35-50,F50-63,F63-75,F75-88,F88-105,F105-125,F125-150,F150-177,F177-210,F210-250,F250-300,F300-354,F354-420,F420-500,F500-600,F600-707,F707-850,F850-1000,F1000-1190,F1190-1410,F1410-1680,F1680-2000,Kf,logK,porosity,litho_measured,soil_class,litho_main,K_Barr,K_AlyamaniSen,K_Shepherd,K_VanBaaren,K_Bear_KozenyCarman
3152,0.0,0.01,0.08,0.19,0.22,0.07,0.04,0.03,0.05,0.08,0.2,0.24,0.33,0.66,2.0,4.13,7.81,12.2,16.45,18.4,16.27,9.51,6.12,2.92,1.43,0.41,0.15,0.01,0.0,0.0,0.0,0.0,8.9,0.9493900066449128,0.377245283018868,Z,zs1,Z,0.01742755205618333,0.01806440346420286,0.013635795423909755,0.010840874634277126,0.02363703664480888
3153,0.0,0.01,0.08,0.21,0.23,0.07,0.05,0.04,0.05,0.08,0.2,0.27,0.37,0.76,2.39,5.02,9.48,13.96,17.71,17.78,13.99,7.54,4.91,2.6,1.45,0.5,0.23,0.03,0.0,0.0,0.0,0.0,9.1,0.9590413923210936,0.377622641509434,Z,zs1,Z,0.01643760845231073,0.01716902616000462,0.01237441542880388,0.011000853763258139,0.02229437342018643
3154,0.0,0.01,0.08,0.19,0.21,0.07,0.04,0.04,0.05,0.08,0.2,0.26,0.38,0.77,2.27,4.56,8.36,12.2,15.69,16.54,14.18,8.57,6.13,3.73,2.6,1.45,0.98,0.28,0.07,0.01,0.0,0.0,8.8,0.9444826721501688,0.379132075471698,Z,zs1,Z,0.01634825676577745,0.01697619918776201,0.013601842574315251,0.010592841880043032,0.022173185482715126
3155,0.0,0.6,1.6,3.06,6.29,8.61,11.78,13.74,10.72,8.79,8.82,4.91,3.01,2.35,2.2,2.11,2.35,2.36,2.53,2.1,1.33,0.59,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,-0.7958800173440752,,K,ks3,K,3.952170470577051e-07,7.576701592698042e-06,0.00024172171410754079,1.2468229396316447e-06,5.360339647151798e-07
3156,0.0,0.04,0.13,0.26,0.4,0.38,0.49,0.54,0.4,0.35,0.45,0.36,0.32,0.38,0.71,1.71,4.24,10.14,16.61,21.63,21.56,11.69,5.55,1.33,0.31,0.01,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.7923916894982539,0.438377358490566,Z,zs1,Z,0.021822310508010076,0.022661039173375523,0.014761752496356913,0.011315781553237049,0.029597659584624215
3157,0.0,0.98,2.53,4.83,10.72,16.6,22.18,18.39,7.09,2.85,1.84,0.9,0.51,0.37,0.28,0.29,0.51,1.25,2.11,2.71,2.15,0.69,0.21,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,-2.161150909262745,,K,ks1,K,3.286214606873143e-07,3.0545633507135786e-09,3.820948259472856e-05,7.435957475739989e-07,4.457101882981147e-07
3158,0.0,1.55,3.89,7.38,17.2,26.18,24.79,10.07,2.48,1.32,1.49,0.75,0.43,0.49,0.79,0.71,0.4,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4e-05,-4.619788758288394,,V,p,K,2.1633285314410937e-07,4.671683286725393e-08,1.3912701213683093e-05,2.8343981538046975e-07,2.9341284196188083e-07
3159,0.0,0.81,1.99,3.65,8.39,11.94,11.25,9.54,7.56,6.29,7.45,5.25,4.0,3.64,3.75,3.52,3.49,2.74,2.45,1.52,0.62,0.14,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019,-3.721246399047171,,V,p,K,2.2352933041462808e-07,9.500339439019516e-06,0.00022763217465230742,6.674331408869682e-08,3.0317344381855033e-07
3160,0.0,0.67,1.68,3.19,7.51,10.72,10.11,8.85,7.12,5.95,7.04,4.97,3.82,3.53,3.73,3.58,3.64,3.11,3.22,2.99,2.49,1.35,0.62,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026,-3.5850266520291822,,V,p,K,2.7681799771606175e-07,2.2002514724373232e-05,0.0003804707637320455,6.464936429810801e-08,3.754490094112586e-07
3161,0.0,0.92,2.32,4.45,10.58,15.4,14.26,10.08,7.11,5.79,6.62,4.5,3.33,2.95,2.9,2.56,2.34,1.64,1.32,0.81,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,-2.886056647693163,,V,p,K,1.9700760809206623e-07,6.360869390365818e-07,7.240042374120973e-05,8.300440468769782e-08,2.672019591028058e-07
3162,0.0,0.05,0.18,0.41,0.7,0.71,0.87,1.07,0.94,0.87,1.14,0.9,0.77,0.82,1.18,1.7,2.72,4.29,6.59,9.8,13.0,12.89,13.26,11.13,8.24,3.71,1.69,0.33,0.04,0.0,0.0,0.0,0.03,-1.5228787452803376,0.388943396226415,Z,zs1,Z,0.005534685538493178,0.0035793158198401324,0.02326813868240264,0.016411245844826703,0.00750670917344588
3163,0.0,0.04,0.14,0.29,0.45,0.42,0.5,0.52,0.36,0.3,0.41,0.34,0.34,0.47,1.01,1.9,3.56,6.04,9.26,13.34,16.77,15.2,13.81,8.77,4.32,1.22,0.23,0.01,0.0,0.0,0.0,0.0,0.15,-0.8239087409443188,0.351584905660377,Z,zs1,Z,0.018642765131072422,0.018608062029846325,0.020163427950812517,0.013526262569448203,0.025285233470720127
3164,0.0,0.01,0.12,0.32,0.42,0.26,0.28,0.31,0.29,0.33,0.66,0.78,1.03,2.04,5.78,10.98,18.42,20.25,20.21,11.72,3.89,0.83,0.41,0.31,0.29,0.05,0.01,0.0,0.0,0.0,0.0,0.0,1.5,0.1760912590556812,0.372339622641509,Z,zs1,Z,0.009938562079039046,0.010283264229038734,0.008032914162161214,0.005694580430187802,0.013479699001995202
3165,0.0,0.01,0.11,0.28,0.36,0.2,0.21,0.24,0.28,0.35,0.7,0.74,0.81,1.17,3.21,7.36,15.01,21.13,23.04,15.78,5.85,1.17,0.5,0.35,0.33,0.19,0.21,0.17,0.17,0.06,0.01,0.0,2.5,0.3979400086720376,0.362150943396226,Z,zs1,Z,0.012707664357304001,0.013178704887273402,0.009217587119169953,0.008128427706714757,0.017235440015624798
3166,0.0,0.01,0.09,0.24,0.29,0.14,0.13,0.13,0.12,0.14,0.3,0.4,0.52,0.8,1.9,4.19,8.96,16.37,22.42,21.74,13.38,4.39,1.93,0.78,0.45,0.16,0.03,0.0,0.0,0.0,0.0,0.0,6.9,0.8388490907372553,0.372339622641509,Z,zs1,Z,0.017535129019336158,0.018293211047226452,0.011487753261273092,0.008237780980514881,0.023782943574937862
3167,0.0,0.02,0.05,0.09,0.12,0.07,0.07,0.08,0.07,0.08,0.12,0.11,0.12,0.17,0.3,0.46,0.76,1.29,2.29,4.47,8.14,11.1,14.61,16.64,16.49,10.99,7.6,2.66,0.83,0.15,0.02,0.0,40.0,1.6020599913279625,0.373094339622641,Z,zs1,Z,0.05747067144041603,0.05870496515232178,0.0433135140290618,0.04062661636234442,0.07794762927458358
3168,0.0,0.02,0.05,0.09,0.12,0.08,0.1,0.1,0.08,0.08,0.13,0.12,0.13,0.18,0.38,0.69,1.26,1.97,2.75,3.51,4.69,6.61,10.65,15.17,17.75,13.81,10.88,4.97,2.45,0.96,0.22,0.01,53.0,1.7242758696007892,,Z,zs1,Z,0.044109211413968535,0.04135769965060737,0.05353000433226808,0.049035446116667984,0.05982544440001692
3169,0.0,0.02,0.05,0.07,0.09,0.08,0.09,0.09,0.07,0.06,0.07,0.06,0.07,0.09,0.19,0.32,0.56,0.97,1.6,2.72,4.34,5.68,7.96,11.09,14.1,13.17,13.65,9.47,6.93,3.86,1.86,0.62,78.0,1.8920946026904804,,Z,zs1,Z,0.06755347258672054,0.06586960779655467,0.07039055866982104,0.04984296974037632,0.09162296011905302
3170,0.0,0.02,0.04,0.06,0.08,0.05,0.05,0.06,0.04,0.04,0.04,0.04,0.04,0.05,0.09,0.15,0.27,0.52,0.93,1.7,2.9,4.55,7.93,14.4,21.06,19.48,16.45,6.66,1.97,0.32,0.03,0.0,63.0,1.7993405494535817,0.381018867924528,Z,zs1,Z,0.11352496335716598,0.11644343664663437,0.0660527201228424,0.06111692001048372,0.1539742191171275
3171,0.0,0.02,0.05,0.08,0.1,0.07,0.08,0.09,0.08,0.08,0.12,0.11,0.11,0.15,0.26,0.41,0.67,1.06,1.62,2.53,4.61,8.07,13.55,19.73,21.34,13.85,8.11,2.17,0.67,0.18,0.04,0.0,46.0,1.662757831681574,0.384037735849056,Z,zs1,Z,0.07578265036570077,0.0772707863333441,0.0498687998583088,0.059995248062295316,0.10278421650728968
3172,0.0,0.02,0.05,0.08,0.12,0.1,0.12,0.13,0.1,0.09,0.11,0.1,0.11,0.14,0.26,0.42,0.7,1.13,1.76,2.8,4.68,7.4,12.01,17.1,19.82,14.88,10.54,3.67,1.23,0.29,0.04,0.0,47.0,1.6720978579357175,,Z,zs1,Z,0.06853999962253236,0.06872713972636535,0.05297128202435618,0.05686393258312128,0.09296098944304551
3173,0.0,0.01,0.11,0.3,0.4,0.28,0.31,0.29,0.25,0.3,0.57,0.66,0.97,1.85,4.35,7.07,10.74,12.33,13.95,13.34,11.38,7.44,5.76,3.65,2.28,0.94,0.41,0.06,0.01,0.0,0.0,0.0,3.4,0.5314789170422551,0.340641509433962,Z,zs1,Z,0.00962933310145797,0.009796756677891219,0.011420312832183574,0.006764206382119996,0.013060290891713457
3174,0.0,0.01,0.13,0.36,0.51,0.35,0.38,0.35,0.32,0.47,1.0,1.1,1.52,3.05,7.81,12.46,17.67,17.3,16.3,10.11,4.58,1.53,0.9,0.62,0.44,0.2,0.2,0.14,0.11,0.06,0.01,0.0,1.7,0.2304489213782739,0.364037735849057,Z,zs1,Z,0.00805314465843158,0.008313533504964723,0.007505860216196712,0.0037873494009442333,0.010922502184106618
3175,0.0,0.01,0.13,0.37,0.52,0.35,0.38,0.33,0.28,0.38,0.83,0.91,1.23,2.65,7.76,13.45,19.78,19.26,17.15,8.68,2.94,0.79,0.51,0.48,0.36,0.13,0.13,0.09,0.07,0.04,0.01,0.0,2.8,0.4471580313422192,0.357622641509434,Z,zs1,Z,0.008808757529868046,0.00913970520900853,0.007280037432682732,0.00394404195707467,0.01194734199372842
3176,0.0,0.01,0.08,0.19,0.27,0.22,0.24,0.21,0.14,0.12,0.17,0.15,0.17,0.24,0.48,0.98,2.21,6.12,11.93,18.52,21.35,15.87,11.14,5.2,2.54,0.93,0.46,0.05,0.0,0.0,0.0,0.0,10.0,1.0,0.368566037735849,Z,zs1,Z,0.030419612261534838,0.03181503827065148,0.018639930026074385,0.016210325308096307,0.04125820352902998
3177,0.0,0.01,0.07,0.17,0.24,0.19,0.21,0.18,0.11,0.09,0.13,0.12,0.13,0.18,0.36,0.81,1.89,4.52,8.18,12.98,16.42,15.15,14.49,10.95,7.35,3.19,1.68,0.2,0.01,0.0,0.0,0.0,15.0,1.1760912590556811,0.375358490566038,Z,zs1,Z,0.03240321418995682,0.03374527053457102,0.023903219458084303,0.0149829208976119,0.043948568264115556
3178,0.0,0.02,0.09,0.21,0.33,0.32,0.38,0.37,0.32,0.38,0.59,0.47,0.41,0.47,0.8,1.41,2.7,5.09,8.32,12.5,15.82,14.49,13.67,10.06,6.62,2.75,1.18,0.19,0.02,0.0,0.0,0.0,4.1,0.6127838567197355,0.349698113207547,Z,zs1,Z,0.02197970210706346,0.022188859588551463,0.022214341155273674,0.013676716372793066,0.029811130242030172
3179,0.0,0.01,0.07,0.15,0.23,0.2,0.22,0.2,0.12,0.11,0.15,0.12,0.12,0.17,0.36,0.84,1.95,4.42,7.59,11.43,14.39,13.86,14.25,12.29,9.47,4.56,2.22,0.45,0.05,0.0,0.0,0.0,9.4,0.9731278535996988,0.374603773584906,Z,zs1,Z,0.03106346516000233,0.03209930741367065,0.026066168064265743,0.014270463314330456,0.04213146298083822
3180,0.0,0.25,0.89,1.8,3.47,4.4,5.88,6.63,5.42,5.34,7.38,5.94,5.21,5.49,6.81,7.25,7.87,6.44,5.97,4.25,2.35,0.71,0.24,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1e-05,-4.214670164989233,,K,kz2,K,1.521552111838492e-06,0.00018707971516848773,0.0019902307551331712,0.00025608825603150727,2.063685301789263e-06
3181,0.0,0.23,0.79,1.7,3.7,5.02,6.07,6.27,4.95,4.75,6.51,5.32,4.79,5.18,6.55,7.04,7.7,6.43,6.15,4.81,3.31,1.58,0.84,0.27,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4e-05,-4.026872146400302,,K,kz1,K,1.2998749872901654e-06,0.0002464112417589628,0.002284991515438673,0.0002507906834658072,1.7630240098664212e-06
3182,0.0,0.12,0.36,0.72,1.37,1.7,2.29,2.6,2.04,1.88,2.53,2.13,2.05,2.42,3.5,4.33,5.54,5.94,7.12,8.34,9.8,9.25,9.3,7.31,4.71,1.74,0.81,0.09,0.01,0.0,0.0,0.0,0.0022,-2.657577319177794,,Z,zs3,Z,5.8194065454811756e-05,0.0009448146513796141,0.01317278040120645,0.0014439568797897698,7.89287705600483e-05
3183,0.0,0.59,1.62,3.26,6.99,9.21,11.67,12.69,9.12,7.36,8.05,5.26,3.82,3.4,3.4,3.03,2.78,1.94,1.68,1.22,0.93,0.65,0.58,0.44,0.29,0.03,0.0,0.0,0.0,0.0,0.0,0.0,2.4e-05,-4.619788758288394,,K,ks3,K,3.2062794224587464e-07,9.048325470241638e-06,0.0002475439524958368,1.1429331365545483e-06,4.3486855731562526e-07
3184,0.0,0.82,2.21,4.54,10.75,16.19,19.38,17.33,9.14,5.37,4.21,1.9,1.0,0.81,0.87,0.84,0.83,0.76,0.89,0.89,0.72,0.42,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,-0.721246399047171,,K,ks1,K,3.215797179180848e-07,2.678194861863053e-08,4.550316526992861e-05,6.344692038076733e-07,4.361594532698673e-07
3185,0.0,0.63,1.69,3.21,6.65,9.44,13.32,14.11,8.75,6.22,6.14,3.62,2.47,2.24,2.52,2.53,2.6,2.14,2.19,2.08,1.96,1.53,1.43,1.16,0.86,0.42,0.1,0.0,0.0,0.0,0.0,0.0,0.0048,-2.318758762624413,,K,ks3,K,3.4702633103070477e-07,5.020792421543009e-06,0.0001946082670639664,1.2175606001260629e-06,4.706727644159306e-07
3186,0.0,0.22,0.76,1.49,2.79,3.4,4.89,6.3,5.44,5.23,6.63,4.77,3.8,3.73,4.39,4.66,5.2,4.77,5.16,5.19,5.22,4.37,4.25,3.5,2.45,0.94,0.43,0.04,0.0,0.0,0.0,0.0,6.6e-05,-4.180456064458132,,K,kz2,K,2.8582709559883337e-06,0.0003084586023878967,0.0031038092977161516,1.994904238264251e-05,3.87668073575017e-06
3187,0.0,0.08,0.23,0.44,0.81,0.97,1.25,1.27,0.89,0.84,1.27,1.19,1.24,1.54,2.36,3.07,4.14,4.8,6.06,7.51,9.3,9.47,10.51,10.27,9.19,5.68,3.96,1.31,0.32,0.03,0.0,0.0,0.0008,-3.096910013008056,,Z,zs2,Z,0.00205425757656688,0.0004608003772747604,0.02312916253232779,0.010452508338267007,0.0027861951844211914
3188,0.0,0.2,0.71,1.49,2.97,3.96,5.4,6.07,4.74,4.4,5.51,3.91,3.07,2.99,3.56,3.93,4.68,4.86,5.75,6.43,6.98,6.03,5.69,4.0,2.02,0.54,0.09,0.0,0.0,0.0,0.0,0.0,0.00085,-3.070581074285707,,K,kz2,K,2.2770142365047685e-06,0.0005650324646564654,0.0043155002535990115,0.000990559011143125,3.088320653153271e-06
3189,0.0,0.02,0.06,0.11,0.15,0.13,0.16,0.15,0.1,0.08,0.11,0.09,0.09,0.12,0.23,0.36,0.58,1.17,2.72,7.17,14.5,17.72,18.68,14.84,10.5,5.36,3.26,1.01,0.38,0.13,0.03,0.0,16.0,1.2041199826559248,0.374603773584906,Z,zs1,Z,0.056199846582919155,0.058882891621730396,0.03168912328120741,0.032142691391119624,0.07622400603541904
3190,0.0,0.02,0.05,0.08,0.12,0.11,0.14,0.14,0.09,0.08,0.1,0.08,0.07,0.09,0.16,0.23,0.36,0.61,1.21,3.09,7.14,11.01,14.84,16.54,16.14,11.06,8.63,4.28,2.44,0.88,0.2,0.02,7.2,0.8573324964312685,0.348566037735849,Z,zs1,Z,0.07435594831331453,0.07744049885063461,0.047086936841998724,0.042420092452917474,0.10084917660123971
3191,0.0,0.02,0.05,0.08,0.11,0.08,0.1,0.1,0.07,0.07,0.09,0.06,0.06,0.08,0.13,0.2,0.33,0.86,2.18,5.42,9.79,11.24,12.36,12.18,12.76,10.78,10.26,5.91,3.18,1.19,0.24,0.01,6.6,0.8195439355418687,0.374981132075472,Z,zs1,Z,0.05848111932406515,0.06116417225172589,0.04601332145299577,0.05535030655990167,0.07931810251009516
3192,0.0,0.02,0.05,0.1,0.14,0.11,0.14,0.12,0.08,0.07,0.1,0.1,0.11,0.15,0.27,0.42,0.74,2.39,5.63,11.62,15.94,12.91,9.94,6.18,5.16,4.57,5.62,5.18,5.27,3.91,2.16,0.79,11.0,1.041392685158225,0.367056603773585,Z,zs1,Z,0.04145159994586868,0.045089347710593405,0.028998854710182438,0.014545632656329823,0.05622091867795188
3193,0.0,0.02,0.05,0.07,0.1,0.09,0.1,0.1,0.06,0.05,0.07,0.06,0.06,0.09,0.15,0.26,0.49,1.44,3.3,6.74,9.63,8.94,8.28,7.51,8.93,9.65,11.79,9.39,7.09,3.63,1.56,0.31,10.0,1.0,0.378,Z,zs1,Z,0.04045959937555543,0.040067945050183844,0.056908530968297594,0.08739235106736322,0.054875465584105214
3194,0.0,0.02,0.04,0.06,0.08,0.06,0.07,0.06,0.04,0.04,0.05,0.05,0.06,0.07,0.12,0.18,0.32,0.83,1.96,4.5,7.49,8.05,8.5,8.33,9.37,9.22,10.87,9.1,8.31,6.03,4.02,2.09,14.0,1.146128035678238,0.360264150943396,Z,zs1,Z,0.051603686055519564,0.050226573857798724,0.0702605000525476,0.0878955126051176,0.06999022090820588
3195,0.0,0.04,0.1,0.2,0.4,0.56,0.72,0.72,0.46,0.34,0.38,0.28,0.23,0.26,0.36,0.55,1.04,3.0,6.94,14.21,20.51,19.56,16.98,8.53,2.97,0.51,0.13,0.01,0.0,0.0,0.0,0.0,11.0,1.041392685158225,0.422905660377358,Z,zs1,Z,0.03357829269388802,0.03477757311177966,0.022213187808207805,0.015722328386071842,0.04554233046137687
3196,0.0,0.04,0.1,0.2,0.43,0.6,0.78,0.76,0.47,0.36,0.42,0.31,0.26,0.28,0.39,0.64,1.26,3.4,7.16,13.34,18.4,16.87,14.81,9.02,5.03,2.26,1.52,0.6,0.25,0.04,0.0,0.0,11.0,1.041392685158225,0.419132075471698,Z,zs1,Z,0.029406401450177897,0.03025199133732455,0.022787890791761262,0.014911103106298505,0.03988398292709159
3197,0.0,0.02,0.09,0.2,0.34,0.35,0.44,0.44,0.26,0.18,0.23,0.21,0.22,0.3,0.52,1.19,3.25,9.68,17.87,24.11,23.33,11.23,4.57,0.83,0.16,0.01,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.8325089127062363,0.411207547169811,Z,zs1,Z,0.026933285254747173,0.028240410968865294,0.014891573164394854,0.011975535486369216,0.036529688649283056
3198,0.0,0.02,0.1,0.23,0.42,0.48,0.61,0.61,0.37,0.26,0.33,0.27,0.25,0.3,0.53,1.35,3.66,10.07,17.39,23.15,22.74,11.17,4.55,0.87,0.24,0.04,0.01,0.0,0.0,0.0,0.0,0.0,6.3,0.7993405494535817,0.400264150943396,Z,zs1,Z,0.025191421829182867,0.026365083085202606,0.014727013042754472,0.011794871698905552,0.03416719450853494
3199,0.0,0.04,0.11,0.25,0.48,0.56,0.74,0.75,0.47,0.35,0.42,0.32,0.28,0.33,0.61,1.52,3.88,9.69,16.25,21.65,22.03,12.11,5.57,1.22,0.32,0.04,0.01,0.0,0.0,0.0,0.0,0.0,5.3,0.724275869600789,0.398,Z,zs1,Z,0.021598580879403556,0.02238302223476,0.014929193580079285,0.015933571874649246,0.029294214475818744
3200,0.0,0.04,0.1,0.21,0.44,0.63,0.85,0.84,0.52,0.4,0.51,0.4,0.35,0.38,0.54,0.79,1.33,2.74,5.28,10.05,15.5,16.46,16.87,12.92,7.94,2.7,1.09,0.09,0.01,0.0,0.0,0.0,13.0,1.1139433523068367,0.365547169811321,Z,zs1,Z,0.02560575450471072,0.025438337003512196,0.025897499306768292,0.02737275627913794,0.03472915505256433
3201,0.0,0.05,0.13,0.28,0.59,0.83,1.02,0.96,0.56,0.4,0.47,0.34,0.28,0.3,0.43,0.6,0.96,1.84,3.59,7.31,12.4,14.58,16.41,14.82,11.4,5.63,3.32,0.46,0.04,0.0,0.0,0.0,19.0,1.2787536009528289,0.374981132075472,Z,zs1,Z,0.027921598074340564,0.02728045708487036,0.030833661088284652,0.02627800925867704,0.03787014003671557
3202,0.0,0.04,0.1,0.21,0.43,0.58,0.77,0.84,0.66,0.63,0.78,0.53,0.4,0.42,0.63,0.95,1.59,2.93,5.13,8.88,13.15,14.07,15.09,13.22,10.19,5.03,2.32,0.36,0.03,0.0,0.0,0.0,17.0,1.230448921378274,0.37988679245283,Z,zs1,Z,0.019925764408554963,0.018919531777217048,0.027678266652844844,0.024422835956974292,0.027025368909096754
3203,0.0,0.04,0.11,0.23,0.49,0.72,0.99,1.07,0.72,0.5,0.43,0.22,0.15,0.19,0.36,0.59,1.0,1.88,3.55,6.85,11.21,13.18,15.2,14.73,12.7,7.24,4.23,1.23,0.19,0.01,0.0,0.0,21.0,1.3222192947339193,0.37422641509434,Z,zs1,Z,0.02831833868871692,0.02755790254190968,0.03295992576351448,0.025591161728444726,0.03840824041996306
3204,0.0,0.06,0.15,0.31,0.71,1.03,1.32,1.32,0.81,0.55,0.6,0.42,0.34,0.36,0.49,0.68,1.06,1.9,3.47,6.63,10.95,12.99,15.11,14.74,12.66,6.92,3.56,0.78,0.09,0.0,0.0,0.0,18.0,1.255272505103306,0.378754716981132,Z,zs1,Z,0.015632136156337174,0.013304844378420345,0.03196770886323152,0.021204160049155825,0.021201909136337092
3205,0.0,0.04,0.11,0.22,0.46,0.65,0.86,0.89,0.56,0.43,0.54,0.43,0.37,0.4,0.57,0.85,1.5,3.17,6.06,11.2,16.62,16.95,16.72,11.89,6.35,1.62,0.51,0.03,0.0,0.0,0.0,0.0,16.0,1.2041199826559248,0.388188679245283,Z,zs1,Z,0.02356378315334744,0.023351784499724037,0.02417526151144234,0.01969697066497264,0.0319596237090789
3206,0.0,0.03,0.1,0.2,0.38,0.52,0.71,0.75,0.49,0.39,0.52,0.44,0.4,0.44,0.64,0.94,1.6,3.29,6.3,11.72,17.3,17.51,16.93,11.23,5.49,1.43,0.25,0.01,0.0,0.0,0.0,0.0,16.0,1.2041199826559248,0.382150943396226,Z,zs1,Z,0.024791227160611565,0.024774658872303082,0.023666218306426515,0.02019602312881022,0.033624409382110906
3207,0.0,0.0,0.350689,2.777541,2.071908,3.907361,6.912522,12.927833,14.335531,15.275535,17.896586,9.174697,4.441422,2.559047,1.868568,1.080434,0.568979,0.471209,0.945718,0.981265,0.723939,0.538994,0.17664,0.013583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5e-05,-4.301029995663981,,L,lz1,L,4.784811455453665e-06,2.0356824892362245e-06,0.0004789154854449301,5.270782614393403e-05,6.489652898264156e-06
3208,0.0,0.0,0.0,0.0,0.0,0.136309,0.421085,0.390157,0.251056,0.234262,0.828718,1.578757,2.471915,4.011421,7.352872,10.994325,15.342425,15.907215,15.638902,12.074612,7.437657,3.405674,1.438647,0.083994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.255272505103306,,Z,zs1,Z,0.007334268559644412,0.007478239144840999,0.00799520601616872,0.005167796277558743,0.009947488559971109
3209,0.0,0.0,0.0,0.56243,0.010178,0.0,0.0,0.063428,0.0,0.097558,0.407843,0.858795,1.376437,2.145898,3.825178,6.043419,9.906653,12.801988,16.144222,16.598843,13.966567,8.149931,4.087727,0.691396,0.0,0.043633,0.835804,0.622851,0.098715,0.0,0.151689,0.508817,2.6,0.414973347970818,,Z,zs1,Z,0.010953708922094463,0.011101037946789665,0.011670757800761317,0.00995048989868536,0.014856545449035332
3210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075717,0.361362,0.455953,0.719652,2.009544,5.107991,10.944239,15.247044,18.650073,17.835683,14.118541,8.344003,4.756806,1.360171,0.013222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.6812412373755872,,Z,zs1,Z,0.017512772953357705,0.018428644116293698,0.011908120569764995,0.008062150347338972,0.023752621981344972
3211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201655,0.531471,0.33162,0.328757,1.698628,6.61563,14.104608,19.311228,21.408341,17.394097,11.248236,4.707907,1.989393,0.128429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.7075701760979364,,Z,zs1,Z,0.017772807005048276,0.018750083835705488,0.010378793984269292,0.008522583501324496,0.024105306878735796
3212,0.0,0.0,0.0,0.0,0.143049,0.662734,1.041134,1.301294,0.926283,0.570641,0.505322,0.314767,0.541954,1.288046,3.144276,5.700816,9.315405,11.427839,14.067601,15.084641,14.452856,10.323567,6.661158,2.480197,0.04642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5700000000000001,-0.2441251443275085,,Z,zs1,Z,0.009421254171834783,0.009338497082875085,0.012331633539755209,0.009248850202854014,0.012778072868857465
3213,0.0,0.0,0.0,0.0,0.153756,0.703491,1.157113,1.66351,1.409016,1.04959,0.90215,0.526059,0.755525,1.564209,3.433264,5.667346,8.560938,10.041663,12.32527,13.630227,13.702604,10.316379,7.16904,3.33468,0.747517,0.32806,0.627337,0.231259,0.0,0.0,0.0,0.0,0.2,-0.6989700043360187,,Z,zs1,Z,0.006149833562760946,0.005624495783648923,0.012592213095360303,0.011209812124777445,0.008341036125660612
3214,0.0,0.0,0.294295,2.685712,2.017879,3.300463,5.707327,11.561457,12.923988,14.737141,18.806661,10.436882,5.656921,3.688512,2.851078,1.571632,0.579489,0.238031,0.683872,0.790421,0.644577,0.548121,0.246274,0.029268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017,-3.769551078621726,,L,lz3,L,6.161764865702106e-06,2.5059990174797874e-06,0.0005788115643995918,5.401388229556114e-05,8.357218584558533e-06
3215,0.0,0.0,0.0,0.0,0.0,0.342785,0.489111,0.551458,0.357499,0.262721,0.312491,0.275875,0.274729,0.325296,0.568943,1.253671,3.235087,6.072077,10.579712,15.245154,18.932622,16.70276,13.581517,6.844509,1.682239,0.007967,0.672848,1.178568,0.25036,0.0,0.0,0.0,6.1,0.785329835010767,,Z,zs1,Z,0.025025931510348525,0.02577386877454251,0.01959920793733465,0.01501566403580573,0.03394273953528122
3216,0.0,0.0,0.0,0.0,0.0,0.0,0.202812,0.422599,0.30833,0.246006,0.302169,0.227208,0.234571,0.323317,0.564676,1.040741,2.522308,5.107562,9.925007,15.68313,20.560012,18.387219,14.743063,7.296074,1.903195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.724275869600789,,Z,zs1,Z,0.02983371184506516,0.03096677026074262,0.020237174556886905,0.015666710767385243,0.040463545187476545
